2010 Census Tract,School Year,Grade Level,Count of Students
264,20052006,5,43
264,20062007,K,35
264,20062007,1,38
264,20062007,2,23
264,20062007,3,41
264,20062007,4,38
264,20062007,5,34
264,20072008,K,37
264,20072008,1,43
264,20072008,2,41
264,20072008,3,24
264,20072008,4,41
264,20072008,5,42
264,20082009,K,27
264,20082009,1,40
264,20082009,2,46
264,20082009,3,39
264,20082009,4,25
264,20082009,5,40
264,20092010,K,40
264,20092010,1,31
264,20092010,2,38
264,20092010,3,44
264,20092010,4,41
264,20092010,5,31
264,20102011,K,46
264,20102011,1,45
264,20102011,2,39
264,20102011,3,44
264,20102011,4,39
264,20102011,5,37
266,20012002,K,43
266,20012002,1,44
266,20012002,2,32
266,20012002,3,32
266,20012002,4,34
266,20012002,5,32
266,20022003,K,44
266,20022003,1,43
266,20022003,2,38
266,20022003,3,31
266,20022003,4,33
266,20022003,5,32
266,20032004,K,40
266,20032004,1,46
266,20032004,2,45
266,20032004,3,40
266,20032004,4,27
266,20032004,5,33
266,20042005,K,30
266,20042005,1,42
266,20042005,2,46
266,20042005,3,38
266,20042005,4,36
266,20042005,5,30
266,20052006,K,36
266,20052006,1,36
266,20052006,2,36
266,20052006,3,43
266,20052006,4,40
266,20052006,5,41
266,20062007,K,38
266,20062007,1,38
266,20062007,2,33
266,20062007,3,38
266,20062007,4,48
266,20062007,5,32
266,20072008,K,33
266,20072008,1,39
266,20072008,2,38
266,20072008,3,29
266,20072008,4,37
266,20072008,5,48
266,20082009,K,36
266,20082009,1,30
266,20082009,2,35
266,20082009,3,32
266,20082009,4,29
266,20082009,5,39
266,20092010,K,46
266,20092010,1,34
266,20092010,2,34
266,20092010,3,32
266,20092010,4,31
266,20092010,5,30
266,20102011,K,44
266,20102011,1,47
266,20102011,2,31
266,20102011,3,33
266,20102011,4,38
266,20102011,5,39
268,20012002,K,36
268,20012002,1,25
268,20012002,2,33
268,20012002,3,25
268,20012002,4,21
268,20012002,5,30
268,20022003,K,24
268,20022003,1,36
268,20022003,2,29
268,20022003,3,37
268,20022003,4,29
268,20022003,5,17
268,20032004,K,30
268,20032004,1,19
268,20032004,2,39
268,20032004,3,33
268,20032004,4,32
268,20032004,5,28
268,20042005,K,31
268,20042005,1,37
268,20042005,2,20
268,20042005,3,45
268,20042005,4,34
268,20042005,5,28
268,20052006,K,38
268,20052006,1,33
268,20052006,2,35
268,20052006,3,28
268,20052006,4,48
268,20052006,5,33
268,20062007,K,47
268,20062007,1,39
268,20062007,2,41
268,20062007,3,36
268,20062007,4,33
268,20062007,5,44
268,20072008,K,38
268,20072008,1,46
268,20072008,2,39
268,20072008,3,43
268,20072008,4,35
268,20072008,5,35
268,20082009,K,44
268,20082009,1,39
268,20082009,2,49
268,20082009,3,37
268,20082009,4,40
268,20082009,5,38
268,20092010,K,40
268,20092010,1,53
268,20092010,2,48
268,20092010,3,52
268,20092010,4,42
268,20092010,5,39
268,20102011,K,55
268,20102011,1,40
268,20102011,2,61
268,20102011,3,46
268,20102011,4,55
268,20102011,5,44
270,20012002,K,2
270,20012002,1,12
270,20012002,2,6
270,20012002,3,5
270,20012002,4,3
270,20012002,5,8
270,20022003,K,8
270,20022003,1,2
270,20022003,2,11
270,20022003,3,6
270,20022003,4,7
270,20022003,5,3
270,20032004,K,4
270,20032004,1,9
270,20032004,2,2
270,20032004,3,10
270,20032004,4,7
270,20032004,5,8
270,20042005,K,4
270,20042005,1,4
270,20042005,2,8
270,20042005,3,2
270,20042005,4,9
270,20042005,5,7
270,20052006,K,3
270,20052006,1,5
270,20052006,2,3
270,20052006,3,8
270,20052006,4,3
270,20052006,5,8
270,20062007,K,5
270,20062007,1,5
270,20062007,2,5
270,20062007,3,3
270,20062007,4,11
270,20062007,5,4
270,20072008,K,3
270,20072008,1,6
270,20072008,2,3
270,20072008,3,4
270,20072008,4,3
270,20072008,5,8
270,20082009,K,1
270,20082009,1,3
270,20082009,2,4
270,20082009,3,5
270,20082009,4,4
270,20082009,5,3
270,20092010,K,9
270,20092010,1,1
270,20092010,2,4
270,20092010,3,6
270,20092010,4,7
270,20092010,5,5
270,20102011,K,9
270,20102011,1,10
270,20102011,2,3
270,20102011,3,4
270,20102011,4,6
270,20102011,5,6
272,20012002,K,19
272,20012002,1,36
272,20012002,2,37
272,20012002,3,29
272,20012002,4,20
272,20012002,5,34
272,20022003,K,22
272,20022003,1,27
272,20022003,2,31
272,20022003,3,32
272,20022003,4,33
272,20022003,5,17
272,20032004,K,24
272,20032004,1,20
272,20032004,2,30
272,20032004,3,29
272,20032004,4,37
272,20032004,5,29
272,20042005,K,25
272,20042005,1,26
272,20042005,2,18
272,20042005,3,31
272,20042005,4,32
272,20042005,5,33
272,20052006,K,24
272,20052006,1,23
272,20052006,2,22
272,20052006,3,21
272,20052006,4,27
272,20052006,5,30
272,20062007,K,17
272,20062007,1,27
272,20062007,2,26
272,20062007,3,22
272,20062007,4,20
272,20062007,5,27
272,20072008,K,21
272,20072008,1,18
272,20072008,2,26
272,20072008,3,23
272,20072008,4,23
272,20072008,5,22
272,20082009,K,26
272,20082009,1,21
272,20082009,2,17
272,20082009,3,27
272,20082009,4,24
272,20082009,5,19
272,20092010,K,24
272,20092010,1,28
272,20092010,2,24
272,20092010,3,20
272,20092010,4,29
272,20092010,5,29
272,20102011,K,30
272,20102011,1,24
272,20102011,2,25
272,20102011,3,24
272,20102011,4,22
272,20102011,5,30
274,20012002,K,18
274,20012002,1,22
274,20012002,2,23
274,20012002,3,29
274,20012002,4,15
274,20012002,5,24
274,20022003,K,20
274,20022003,1,22
274,20022003,2,25
274,20022003,3,20
274,20022003,4,27
274,20022003,5,17
274,20032004,K,19
274,20032004,1,23
274,20032004,2,22
274,20032004,3,20
274,20032004,4,20
274,20032004,5,26
274,20042005,K,23
274,20042005,1,25
274,20042005,2,26
274,20042005,3,17
274,20042005,4,21
274,20042005,5,25
274,20052006,K,33
274,20052006,1,24
274,20052006,2,33
274,20052006,3,29
274,20052006,4,20
274,20052006,5,28
274,20062007,K,27
274,20062007,1,28
274,20062007,2,32
274,20062007,3,31
274,20062007,4,30
274,20062007,5,21
274,20072008,K,24
274,20072008,1,26
274,20072008,2,29
274,20072008,3,29
274,20072008,4,28
274,20072008,5,27
274,20082009,K,26
274,20082009,1,33
274,20082009,2,25
274,20082009,3,35
274,20082009,4,34
274,20082009,5,24
274,20092010,K,27
274,20092010,1,26
274,20092010,2,33
274,20092010,3,23
274,20092010,4,30
274,20092010,5,35
274,20102011,K,31
274,20102011,1,31
274,20102011,2,32
274,20102011,3,37
274,20102011,4,28
274,20102011,5,35
276,20012002,K,36
276,20012002,1,37
276,20012002,2,30
276,20012002,3,25
276,20012002,4,27
276,20012002,5,33
276,20022003,K,23
276,20022003,1,41
276,20022003,2,32
276,20022003,3,27
276,20022003,4,22
276,20022003,5,27
276,20032004,K,23
276,20032004,1,26
276,20032004,2,43
276,20032004,3,30
276,20032004,4,27
276,20032004,5,18
276,20042005,K,40
276,20042005,1,27
276,20042005,2,24
276,20042005,3,40
276,20042005,4,29
276,20042005,5,29
276,20052006,K,32
276,20052006,1,40
276,20052006,2,29
276,20052006,3,26
276,20052006,4,41
276,20052006,5,28
276,20062007,K,29
276,20062007,1,33
276,20062007,2,40
276,20062007,3,32
276,20062007,4,29
276,20062007,5,44
276,20072008,K,22
276,20072008,1,33
276,20072008,2,32
276,20072008,3,39
276,20072008,4,30
276,20072008,5,35
276,20082009,K,37
276,20082009,1,32
276,20082009,2,37
276,20082009,3,33
276,20082009,4,34
276,20082009,5,34
276,20092010,K,46
276,20092010,1,43
276,20092010,2,34
276,20092010,3,37
276,20092010,4,34
276,20092010,5,34
276,20102011,K,51
276,20102011,1,49
276,20102011,2,44
276,20102011,3,31
276,20102011,4,39
276,20102011,5,31
278,20012002,K,20
278,20012002,1,24
278,20012002,2,20
278,20012002,3,21
278,20012002,4,27
278,20012002,5,23
278,20022003,K,29
278,20022003,1,20
278,20022003,2,27
278,20022003,3,22
278,20022003,4,22
278,20022003,5,27
278,20032004,K,22
278,20032004,1,29
278,20032004,2,18
278,20032004,3,30
278,20032004,4,21
278,20032004,5,21
278,20042005,K,25
278,20042005,1,23
278,20042005,2,27
278,20042005,3,14
278,20042005,4,33
278,20042005,5,21
278,20052006,K,13
278,20052006,1,27
278,20052006,2,26
278,20052006,3,29
278,20052006,4,19
278,20052006,5,30
278,20062007,K,19
278,20062007,1,25
278,20062007,2,21
278,20062007,3,27
278,20062007,4,27
278,20062007,5,19
278,20072008,K,26
278,20072008,1,21
278,20072008,2,22
278,20072008,3,21
278,20072008,4,25
278,20072008,5,21
278,20082009,K,35
278,20082009,1,30
278,20082009,2,25
278,20082009,3,26
278,20082009,4,22
278,20082009,5,22
278,20092010,K,32
278,20092010,1,34
278,20092010,2,31
278,20092010,3,26
278,20092010,4,26
278,20092010,5,24
278,20102011,K,46
278,20102011,1,32
278,20102011,2,32
278,20102011,3,27
278,20102011,4,25
278,20102011,5,25
280,20012002,K,10
280,20012002,1,13
280,20012002,2,14
280,20012002,3,9
280,20012002,4,11
280,20012002,5,8
280,20022003,K,9
280,20022003,1,14
280,20022003,2,13
280,20022003,3,12
280,20022003,4,7
280,20022003,5,11
280,20032004,K,16
280,20032004,1,13
280,20032004,2,20
280,20032004,3,15
280,20032004,4,13
280,20032004,5,7
280,20042005,K,11
280,20042005,1,15
280,20042005,2,10
280,20042005,3,17
280,20042005,4,10
280,20042005,5,11
280,20052006,K,12
280,20052006,1,10
280,20052006,2,13
280,20052006,3,8
280,20052006,4,16
280,20052006,5,10
280,20062007,K,8
280,20062007,1,11
280,20062007,2,13
280,20062007,3,13
280,20062007,4,8
280,20062007,5,12
280,20072008,K,13
280,20072008,1,10
280,20072008,2,10
280,20072008,3,12
280,20072008,4,14
280,20072008,5,10
280,20082009,K,13
280,20082009,1,17
280,20082009,2,11
280,20082009,3,11
280,20082009,4,13
280,20082009,5,15
280,20092010,K,20
280,20092010,1,11
280,20092010,2,18
280,20092010,3,13
280,20092010,4,13
280,20092010,5,10
280,20102011,K,13
280,20102011,1,16
280,20102011,2,9
280,20102011,3,16
280,20102011,4,14
280,20102011,5,12
282,20012002,K,31
282,20012002,1,22
282,20012002,2,19
282,20012002,3,20
282,20012002,4,27
282,20012002,5,25
282,20022003,K,27
282,20022003,1,36
282,20022003,2,19
282,20022003,3,20
282,20022003,4,17
282,20022003,5,25
282,20032004,K,27
282,20032004,1,30
282,20032004,2,34
282,20032004,3,14
282,20032004,4,17
282,20032004,5,15
282,20042005,K,26
282,20042005,1,25
282,20042005,2,29
282,20042005,3,32
282,20042005,4,10
282,20042005,5,16
282,20052006,K,31
282,20052006,1,28
282,20052006,2,33
282,20052006,3,23
282,20052006,4,34
282,20052006,5,11
282,20062007,K,20
282,20062007,1,33
282,20062007,2,29
282,20062007,3,27
282,20062007,4,24
282,20062007,5,31
282,20072008,K,27
282,20072008,1,23
282,20072008,2,31
282,20072008,3,27
282,20072008,4,24
282,20072008,5,24
282,20082009,K,20
282,20082009,1,33
282,20082009,2,25
282,20082009,3,29
282,20082009,4,23
282,20082009,5,22
282,20092010,K,22
282,20092010,1,23
282,20092010,2,37
282,20092010,3,30
282,20092010,4,26
282,20092010,5,21
282,20102011,K,25
282,20102011,1,29
282,20102011,2,20
282,20102011,3,36
282,20102011,4,29
282,20102011,5,33
284,20012002,K,32
284,20012002,1,23
284,20012002,2,38
284,20012002,3,27
284,20012002,4,26
284,20012002,5,31
284,20022003,K,30
284,20022003,1,30
284,20022003,2,25
284,20022003,3,39
284,20022003,4,31
284,20022003,5,26
284,20032004,K,32
284,20032004,1,35
284,20032004,2,26
284,20032004,3,26
284,20032004,4,34
284,20032004,5,33
284,20042005,K,38
284,20042005,1,35
284,20042005,2,30
284,20042005,3,28
284,20042005,4,28
284,20042005,5,34
284,20052006,K,37
284,20052006,1,34
284,20052006,2,26
284,20052006,3,34
284,20052006,4,34
284,20052006,5,28
284,20062007,K,33
284,20062007,1,44
284,20062007,2,31
284,20062007,3,23
284,20062007,4,31
284,20062007,5,32
284,20072008,K,34
284,20072008,1,38
284,20072008,2,43
284,20072008,3,30
284,20072008,4,25
284,20072008,5,34
284,20082009,K,38
284,20082009,1,34
284,20082009,2,36
284,20082009,3,46
284,20082009,4,29
284,20082009,5,25
284,20092010,K,40
284,20092010,1,46
284,20092010,2,33
284,20092010,3,35
284,20092010,4,48
284,20092010,5,32
284,20102011,K,49
284,20102011,1,47
284,20102011,2,45
284,20102011,3,31
284,20102011,4,45
284,20102011,5,47
286,20012002,K,51
286,20012002,1,51
286,20012002,2,58
286,20012002,3,39
286,20012002,4,46
286,20012002,5,45
286,20022003,K,53
286,20022003,1,55
286,20022003,2,46
286,20022003,3,57
286,20022003,4,43
286,20022003,5,46
286,20032004,K,60
286,20032004,1,54
286,20032004,2,51
286,20032004,3,51
286,20032004,4,49
286,20032004,5,42
286,20042005,K,57
286,20042005,1,68
286,20042005,2,51
286,20042005,3,49
286,20042005,4,44
286,20042005,5,42
286,20052006,K,56
286,20052006,1,57
286,20052006,2,63
286,20052006,3,40
286,20052006,4,47
286,20052006,5,39
286,20062007,K,43
286,20062007,1,57
286,20062007,2,57
286,20062007,3,58
286,20062007,4,34
286,20062007,5,43
286,20072008,K,62
286,20072008,1,47
286,20072008,2,50
286,20072008,3,58
286,20072008,4,55
286,20072008,5,34
286,20082009,K,30
286,20082009,1,65
286,20082009,2,48
286,20082009,3,53
286,20082009,4,52
286,20082009,5,52
286,20092010,K,59
286,20092010,1,41
286,20092010,2,70
286,20092010,3,49
286,20092010,4,59
286,20092010,5,45
286,20102011,K,53
286,20102011,1,63
286,20102011,2,46
286,20102011,3,64
286,20102011,4,59
286,20102011,5,55
288,20012002,K,17
288,20012002,1,16
288,20012002,2,9
288,20012002,3,9
288,20012002,4,11
288,20012002,5,12
288,20022003,K,20
288,20022003,1,20
288,20022003,2,15
288,20022003,3,10
288,20022003,4,8
288,20022003,5,15
288,20032004,K,13
288,20032004,1,21
288,20032004,2,20
288,20032004,3,16
288,20032004,4,11
288,20032004,5,9
288,20042005,K,12
288,20042005,1,9
288,20042005,2,22
288,20042005,3,18
288,20042005,4,19
288,20042005,5,10
288,20052006,K,11
288,20052006,1,16
288,20052006,2,9
288,20052006,3,23
288,20052006,4,19
288,20052006,5,20
288,20062007,K,15
288,20062007,1,15
288,20062007,2,14
288,20062007,3,8
288,20062007,4,20
288,20062007,5,19
288,20072008,K,17
288,20072008,1,12
288,20072008,2,17
288,20072008,3,9
288,20072008,4,8
288,20072008,5,20
288,20082009,K,18
288,20082009,1,17
288,20082009,2,13
288,20082009,3,15
288,20082009,4,12
288,20082009,5,11
288,20092010,K,8
288,20092010,1,23
288,20092010,2,18
288,20092010,3,15
288,20092010,4,14
288,20092010,5,11
288,20102011,K,19
288,20102011,1,12
288,20102011,2,23
288,20102011,3,14
288,20102011,4,16
288,20102011,5,14
290,20012002,K,6
290,20012002,1,7
290,20012002,2,5
290,20012002,3,10
290,20012002,4,7
290,20012002,5,9
290,20022003,K,8
290,20022003,1,10
290,20022003,2,6
290,20022003,3,5
290,20022003,4,10
290,20022003,5,7
290,20032004,K,6
290,20032004,1,11
290,20032004,2,9
290,20032004,3,10
290,20032004,4,7
290,20032004,5,10
290,20042005,K,13
290,20042005,1,5
290,20042005,2,11
290,20042005,3,8
290,20042005,4,7
290,20042005,5,7
290,20052006,K,6
290,20052006,1,11
290,20052006,2,6
290,20052006,3,6
290,20052006,4,8
290,20052006,5,7
290,20062007,K,15
290,20062007,1,8
290,20062007,2,7
290,20062007,3,8
290,20062007,4,7
290,20062007,5,5
290,20072008,K,14
290,20072008,1,16
290,20072008,2,7
290,20072008,3,9
290,20072008,4,10
290,20072008,5,6
290,20082009,K,6
290,20082009,1,14
290,20082009,2,13
290,20082009,3,7
290,20082009,4,8
290,20082009,5,10
290,20092010,K,12
290,20092010,1,8
290,20092010,2,14
290,20092010,3,12
290,20092010,4,5
290,20092010,5,5
290,20102011,K,15
290,20102011,1,16
290,20102011,2,8
290,20102011,3,13
290,20102011,4,12
290,20102011,5,4
292,20012002,K,26
292,20012002,1,16
292,20012002,2,29
292,20012002,3,24
292,20012002,4,26
292,20012002,5,24
292,20022003,K,24
292,20022003,1,27
292,20022003,2,16
292,20022003,3,26
292,20022003,4,25
292,20022003,5,26
292,20032004,K,22
292,20032004,1,29
292,20032004,2,23
292,20032004,3,18
292,20032004,4,23
292,20032004,5,27
292,20042005,K,27
292,20042005,1,26
292,20042005,2,26
292,20042005,3,21
292,20042005,4,17
292,20042005,5,24
292,20052006,K,29
292,20052006,1,26
292,20052006,2,27
292,20052006,3,27
292,20052006,4,19
292,20052006,5,15
292,20062007,K,23
292,20062007,1,33
292,20062007,2,23
292,20062007,3,27
292,20062007,4,22
292,20062007,5,17
292,20072008,K,17
292,20072008,1,26
292,20072008,2,26
292,20072008,3,20
292,20072008,4,24
292,20072008,5,23
292,20082009,K,25
292,20082009,1,21
292,20082009,2,28
292,20082009,3,22
292,20082009,4,21
292,20082009,5,22
292,20092010,K,25
292,20092010,1,31
292,20092010,2,23
292,20092010,3,27
292,20092010,4,22
292,20092010,5,26
292,20102011,K,26
292,20102011,1,28
292,20102011,2,33
292,20102011,3,22
292,20102011,4,25
292,20102011,5,21
294,20012002,K,5
294,20012002,1,14
294,20012002,2,3
294,20012002,3,17
294,20012002,4,10
294,20012002,5,7
294,20022003,K,6
294,20022003,1,6
294,20022003,2,14
294,20022003,3,5
294,20022003,4,18
294,20022003,5,10
294,20032004,K,10
294,20032004,1,6
294,20032004,2,8
294,20032004,3,10
294,20032004,4,5
294,20032004,5,19
294,20042005,K,6
294,20042005,1,11
294,20042005,2,4
294,20042005,3,10
294,20042005,4,8
294,20042005,5,6
294,20052006,K,4
294,20052006,1,9
294,20052006,2,11
294,20052006,3,7
294,20052006,4,9
294,20052006,5,9
294,20062007,K,10
294,20062007,1,4
294,20062007,2,7
294,20062007,3,10
294,20062007,4,9
294,20062007,5,12
294,20072008,K,6
294,20072008,1,8
294,20072008,2,4
294,20072008,3,4
294,20072008,4,9
294,20072008,5,11
294,20082009,K,7
294,20082009,1,7
294,20082009,2,10
294,20082009,3,4
294,20082009,4,3
294,20082009,5,10
294,20092010,K,6
294,20092010,1,7
294,20092010,2,6
294,20092010,3,9
294,20092010,4,3
294,20092010,5,3
294,20102011,K,13
294,20102011,1,5
294,20102011,2,5
294,20102011,3,6
294,20102011,4,9
294,20102011,5,3
296,20012002,K,7
296,20012002,1,12
296,20012002,2,14
296,20012002,3,13
296,20012002,4,9
296,20012002,5,11
296,20022003,K,10
296,20022003,1,8
296,20022003,2,8
296,20022003,3,9
296,20022003,4,8
296,20022003,5,10
296,20032004,K,13
296,20032004,1,10
296,20032004,2,10
296,20032004,3,9
296,20032004,4,11
296,20032004,5,9
296,20042005,K,11
296,20042005,1,16
296,20042005,2,8
296,20042005,3,8
296,20042005,4,12
296,20042005,5,12
296,20052006,K,10
296,20052006,1,12
296,20052006,2,15
296,20052006,3,11
296,20052006,4,6
296,20052006,5,11
296,20062007,K,14
296,20062007,1,9
296,20062007,2,11
296,20062007,3,12
296,20062007,4,11
296,20062007,5,6
296,20072008,K,10
296,20072008,1,12
296,20072008,2,10
296,20072008,3,10
296,20072008,4,14
296,20072008,5,12
296,20082009,K,8
296,20082009,1,10
296,20082009,2,12
296,20082009,3,9
296,20082009,4,9
296,20082009,5,13
296,20092010,K,9
296,20092010,1,12
296,20092010,2,9
296,20092010,3,14
296,20092010,4,10
296,20092010,5,16
296,20102011,K,11
296,20102011,1,13
296,20102011,2,11
296,20102011,3,11
296,20102011,4,14
296,20102011,5,11
298,20062007,K,1
298,20102011,K,1
421,20062007,2,1
421,20072008,3,1
421,20082009,4,1
428,20012002,K,1
428,20012002,2,1
428,20012002,5,1
430,20012002,K,29
430,20012002,1,27
430,20012002,2,29
430,20012002,3,30
430,20012002,4,26
430,20012002,5,22
430,20022003,K,17
430,20022003,1,29
430,20022003,2,24
430,20022003,3,29
430,20022003,4,26
430,20022003,5,26
430,20032004,K,19
430,20032004,1,20
430,20032004,2,25
430,20032004,3,24
430,20032004,4,29
430,20032004,5,28
430,20042005,K,24
430,20042005,1,17
430,20042005,2,21
430,20042005,3,22
430,20042005,4,25
430,20042005,5,26
430,20052006,K,25
430,20052006,1,25
430,20052006,2,21
430,20052006,3,21
430,20052006,4,27
430,20052006,5,21
430,20062007,K,19
430,20062007,1,20
430,20062007,2,25
430,20062007,3,16
430,20062007,4,21
430,20062007,5,27
430,20072008,K,17
430,20072008,1,21
430,20072008,2,22
430,20072008,3,23
430,20072008,4,17
430,20072008,5,23
430,20082009,K,29
430,20082009,1,20
430,20082009,2,21
430,20082009,3,24
430,20082009,4,22
430,20082009,5,19
430,20092010,K,20
430,20092010,1,33
430,20092010,2,25
430,20092010,3,23
430,20092010,4,24
430,20092010,5,22
430,20102011,K,29
430,20102011,1,22
430,20102011,2,35
430,20102011,3,25
430,20102011,4,23
430,20102011,5,18
432,20012002,K,20
432,20012002,1,9
432,20012002,2,16
432,20012002,3,15
432,20012002,4,14
432,20012002,5,15
432,20022003,K,15
432,20022003,1,22
432,20022003,2,13
432,20022003,3,16
432,20022003,4,16
432,20022003,5,19
432,20032004,K,16
432,20032004,1,14
432,20032004,2,21
432,20032004,3,11
432,20032004,4,16
432,20032004,5,15
432,20042005,K,8
432,20042005,1,19
432,20042005,2,12
432,20042005,3,19
432,20042005,4,14
432,20042005,5,15
432,20052006,K,19
432,20052006,1,5
432,20052006,2,17
432,20052006,3,14
432,20052006,4,14
432,20052006,5,15
432,20062007,K,10
432,20062007,1,23
432,20062007,2,4
432,20062007,3,19
432,20062007,4,11
432,20062007,5,13
432,20072008,K,19
432,20072008,1,11
432,20072008,2,22
432,20072008,3,5
432,20072008,4,18
432,20072008,5,11
432,20082009,K,16
432,20082009,1,18
432,20082009,2,13
432,20082009,3,19
432,20082009,4,6
432,20082009,5,17
432,20092010,K,13
432,20092010,1,15
432,20092010,2,22
432,20092010,3,11
432,20092010,4,19
432,20092010,5,8
432,20102011,K,18
432,20102011,1,13
432,20102011,2,16
432,20102011,3,22
432,20102011,4,12
432,20102011,5,16
434,20022003,1,1
436,20012002,2,1
464,20012002,3,1
464,20012002,5,1
464,20022003,4,1
464,20062007,3,1
464,20072008,4,1
464,20082009,K,1
464,20082009,5,1
464,20092010,1,1
464,20102011,2,1
468,20012002,3,1
468,20012002,4,1
468,20012002,5,2
468,20022003,K,1
468,20022003,3,1
468,20022003,4,2
468,20022003,5,1
468,20032004,K,1
468,20032004,1,2
468,20032004,4,1
468,20032004,5,2
468,20042005,K,2
468,20042005,2,2
468,20042005,5,1
468,20052006,K,1
468,20052006,1,2
468,20052006,3,1
468,20062007,K,1
468,20062007,1,1
468,20062007,2,3
468,20072008,1,1
468,20072008,2,2
468,20072008,3,2
468,20082009,K,1
468,20082009,2,1
468,20082009,3,1
468,20082009,4,2
468,20092010,K,1
468,20092010,1,1
468,20092010,3,1
468,20092010,4,1
468,20102011,K,2
468,20102011,1,1
468,20102011,4,1
468,20102011,5,1
470,20012002,K,1
470,20012002,1,2
470,20012002,2,3
470,20012002,3,3
470,20012002,5,2
470,20022003,1,1
470,20022003,2,2
470,20022003,3,2
470,20022003,4,3
470,20032004,K,1
470,20032004,2,1
470,20032004,4,2
470,20032004,5,1
470,20042005,K,1
470,20042005,1,1
470,20042005,3,2
470,20042005,4,1
470,20042005,5,3
470,20052006,K,1
470,20052006,1,1
470,20052006,3,1
470,20052006,4,2
470,20062007,K,1
470,20062007,1,2
470,20062007,2,2
470,20062007,3,1
470,20062007,4,1
470,20062007,5,1
470,20072008,K,1
470,20072008,1,1
470,20072008,2,1
470,20072008,4,1
470,20072008,5,2
470,20082009,1,1
470,20082009,2,2
470,20082009,3,1
470,20082009,5,1
470,20092010,K,2
470,20092010,1,1
470,20092010,2,1
470,20092010,4,1
470,20102011,K,4
470,20102011,1,2
470,20102011,2,1
470,20102011,3,1
470,20102011,5,2
472,20012002,2,2
472,20012002,3,1
472,20012002,4,1
472,20012002,5,1
472,20022003,K,2
472,20022003,3,2
472,20022003,4,1
472,20022003,5,1
472,20032004,1,1
472,20032004,4,2
472,20042005,2,1
472,20042005,5,2
472,20052006,K,1
472,20092010,2,1
474,20012002,K,1
474,20012002,1,2
474,20012002,2,3
474,20012002,3,6
474,20012002,4,3
474,20012002,5,5
474,20022003,1,1
474,20022003,2,2
474,20022003,3,2
474,20022003,4,4
474,20022003,5,4
474,20032004,K,2
474,20032004,1,1
474,20032004,2,1
474,20032004,4,2
474,20032004,5,3
474,20042005,K,4
474,20042005,1,5
474,20042005,2,1
474,20042005,5,3
474,20052006,1,3
474,20052006,2,5
474,20052006,3,2
474,20052006,5,1
474,20062007,K,2
474,20062007,1,2
474,20062007,2,1
474,20062007,3,4
474,20062007,4,2
474,20072008,K,2
474,20072008,2,3
474,20072008,3,1
474,20072008,4,2
474,20072008,5,2
474,20082009,K,1
474,20082009,1,2
474,20082009,3,2
474,20082009,4,1
474,20082009,5,1
474,20092010,K,1
474,20092010,1,2
474,20092010,2,3
474,20092010,4,2
474,20092010,5,2
474,20102011,K,4
474,20102011,1,1
474,20102011,2,4
474,20102011,3,1
474,20102011,4,1
476,20012002,K,4
476,20012002,1,5
476,20012002,2,7
476,20012002,3,4
476,20012002,4,3
476,20012002,5,2
476,20022003,K,6
476,20022003,1,6
476,20022003,2,4
476,20022003,3,8
476,20022003,4,4
476,20022003,5,4
476,20032004,K,3
476,20032004,1,6
476,20032004,2,6
476,20032004,3,1
476,20032004,4,6
476,20032004,5,2
476,20042005,K,2
476,20042005,1,3
476,20042005,2,3
476,20042005,3,4
476,20042005,4,2
476,20042005,5,5
476,20052006,K,2
476,20052006,1,3
476,20052006,2,3
476,20052006,3,3
476,20052006,4,3
476,20052006,5,1
476,20062007,K,3
476,20062007,1,1
476,20062007,2,2
476,20062007,3,2
476,20062007,4,2
476,20062007,5,2
476,20072008,K,5
476,20072008,1,2
476,20072008,4,2
476,20082009,K,11
476,20082009,1,3
476,20082009,2,2
476,20082009,5,1
476,20092010,K,5
476,20092010,1,10
476,20092010,2,1
476,20092010,3,1
476,20102011,K,6
476,20102011,1,6
476,20102011,2,8
476,20102011,3,2
476,20102011,4,2
478,20012002,K,17
478,20012002,1,27
478,20012002,2,29
478,20012002,3,30
478,20012002,4,17
478,20012002,5,28
478,20022003,K,13
478,20022003,1,13
478,20022003,2,20
478,20022003,3,27
478,20022003,4,23
478,20022003,5,15
478,20032004,K,16
478,20032004,1,16
478,20032004,2,11
478,20032004,3,19
478,20032004,4,24
478,20032004,5,24
478,20042005,K,12
478,20042005,1,13
478,20042005,2,19
478,20042005,3,10
478,20042005,4,13
478,20042005,5,25
478,20052006,K,10
478,20052006,1,13
478,20052006,2,14
478,20052006,3,19
478,20052006,4,10
478,20052006,5,13
478,20062007,K,15
478,20062007,1,11
478,20062007,2,8
478,20062007,3,11
478,20062007,4,16
478,20062007,5,6
478,20072008,K,21
478,20072008,1,11
478,20072008,2,10
478,20072008,3,7
478,20072008,4,10
478,20072008,5,12
478,20082009,K,12
478,20082009,1,20
478,20082009,2,12
478,20082009,3,6
478,20082009,4,8
478,20082009,5,8
478,20092010,K,16
478,20092010,1,16
478,20092010,2,24
478,20092010,3,11
478,20092010,4,8
478,20092010,5,8
478,20102011,K,18
478,20102011,1,16
478,20102011,2,17
478,20102011,3,19
478,20102011,4,13
478,20102011,5,5
480,20012002,K,11
480,20012002,1,7
480,20012002,2,8
480,20012002,3,11
480,20012002,4,9
480,20012002,5,11
480,20022003,K,9
480,20022003,1,10
480,20022003,2,6
480,20022003,3,10
480,20022003,4,9
